 3625 3625
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
PRINT_MIN
